SN,position
4324317922,5746148
4336124962,7849676
4271751890,6582701
4313511602,3844322
4256388076,3620585
4335542584,8418717
4340160086,8477100
4258647481,4137137
4342862086,154818
4316895634,4396108
4313290951,3828950
4277997382,822847
4304016920,1952006
4301500125,1411746
4290992624,7290461
4282819376,1775045
4287122545,2356013
4295735146,8147397
4283448853,1751733
4334834490,7732174
4326135914,6269884
4260680885,4398687
4309048472,2891864
4273341100,193237
4321124124,5109030
4272786184,6697637
4314401092,3947822
4252033623,2910619
4274233633,528721
4341047491,8488855
4297758146,677774
4268716410,5991979
4306451796,2410976
4324605714,5954154
4286850374,2302945
4268689515,6108423
4282731143,1728443
4317595343,4595364
4248739994,2658587
4265228030,5201787
4302918152,1702838
4296493994,8306149
4344399286,333698
4262893482,5225455
4322084480,5189516
4333966501,7421150
4328122260,6453090
4320684572,4876548
4304172692,1974500
4341131826,8497022
4255092811,3546885
4336684995,8135276
4279114464,889171
4281119430,1354007
4267891611,5949991
4301763502,1443166
4272425544,6741901
4245003475,2490493
4274596211,116481
4254912745,3391857
4291363403,7249213
4281612193,1457941
4273668641,6787235
4283434190,1751555
4309636251,2971498
4265900516,5480867
4318813520,4753338
4279231423,1057349
4281807014,1577713
4281214582,1355017
4276629442,694883
4255159145,3694979
4337635540,8168056
4336985984,8100216
4299830570,1062802
4263321473,5155471
4332259120,7246450
4260837910,4908375
4316927042,4400342
4296986654,8372539
4268139201,5741745
4278866465,920773
4333307285,7367514
4315177274,4211632
4252275591,2891885
4315003000,4043588
4340932584,8457005
4326124552,7271650
4250688256,2674405
4279621290,1134167
4328535470,6668766
4330663411,7075072
4316958310,4404244
4280052453,1154371
4275320405,248053
4285213645,2231131
4285527536,2054777
4253712374,3322633
4284199485,2129629
4298512886,1160478
4328208496,6466720
4311398011,3325100
4338851440,8411998
4323125833,5473322
4325147341,5867146
4274634700,65225
4311421240,3328066
4343043633,81522
4305519422,2178608
4274918701,368081
4314180290,3766444
4265601281,5633167
4274119673,212655
4261050275,4457463
4272207166,6557607
4334910112,7611128
4301636931,1549004
4266676035,5450777
4310167643,3426208
4280107720,1107855
4340528205,8508060
4317419061,4583626
4298180471,828466
4329375470,6725678
4257761104,3931269
4313893953,3881014
4272688910,82697
4280370625,1191459
4271312360,6469703
4308529960,2810592
4329210605,6709554
4317707203,4604488
4283604183,1681703
4285555702,2070847
4252231082,2957509
4328142140,6456070
4315264505,4080878
4281444845,1506521
4283937313,1825377
4329147421,6703898
4281323874,1486197
4325347784,5987638
4264547700,5181615
4325789075,5917762
4344045786,374832
4299550570,1179676
4281060383,1337373
4254036640,3222721
4279818244,1104635
4316034940,4271156
4254932426,3545897
4287160360,2319555
4300122293,1091272
4326347896,6275124
4307441961,2680650
4338401340,8580828
4294292295,7663775
4306974206,2493536
4250197895,2755429
4336813946,8310250
4328872413,6560190
4269379155,6593355
4308043423,2735530
4323512244,5517560
4294588620,7733847
4271869254,6598945
4344139575,341122
4308678920,2834640
4315048743,4050652
4263970045,5008123
4271662953,6517737
4295718195,8146475
4331393032,7146148
4251762675,2821283
4274376676,63583
4330257341,6854452
4305119265,2127112
4296426153,8180079
4302828132,1689018
4319877726,4953428
4329398172,6610870
4264503386,5196251
4259376225,4244801
4267695832,6018383
4312907513,3646024
4340166876,8542225
4273056502,6669511
4265113801,5508885
4267633974,5848799
4329421795,6731720
4298721140,893970
4273360630,6783953
4337759764,8221576
4315497572,8071735
4271772234,6523193
4259317134,4196115
4325068576,5857166
4339959610,8484255
4321934595,5303254
4254310351,3280421
4282199261,1635001
4313141873,4192334
4330331843,6867014
4331888934,7212292
4284246610,2010953
4287699441,7002061
4330018490,6815778
4320311214,5002306
4260591064,4414969
4335593345,7984748
4320496110,5027932
4307089986,2662022
4257583853,3991745
4249908585,2576271
4321834661,5174358
4265769185,5527979
4300265605,1102448
4315352156,4092004
4308075284,2740270
4305991513,8030941
4264232416,5108657
4261022194,4473967
4339301665,8349622
4337194503,8018486
4253935276,3364269
4345510864,428288
4335521632,7855262
4314398056,3947228
4278548886,898337
4337042345,7976744
4318925726,4899670
4272850971,6713207
4334805716,7548910
4328119493,6452556
4270394004,6437613
4312318990,3555770
4330055785,6822790
4288713800,6963021
4254819520,3425293
4292974092,7427017
4324638872,5797496
4303448671,1770812
4303778953,1798348
4288226250,6973665
4339262690,8392210
4309478784,3074972
4275404755,264873
4284845176,2116285
4340304275,8485666
4314908393,4030170
4264660831,5096653
4255684543,3813583
4309768750,2982712
4301249735,1373700
4306032183,2222582
4246086633,2495617
4343984116,134244
4338671035,8183498
4331246942,7115738
4311374082,3322142
4345072841,204474
4319119803,4795720
4314942483,4035672
4282888934,1675177
4260968600,4422821
4306304892,2386564
4251415136,2739147
4296059773,7917533
4262897004,4841591
4276595315,574001
4277985180,723989
4269986173,6286969
4333947144,7435286
4287545275,7001377
4254270510,3349049
4323313971,5628368
4329739223,6771748
4273332442,6865809
4333351536,8335010
4273847421,254153
4335165800,7836834
4302870110,1695694
4290443161,7302369
4295804645,7961611
4257686370,3946331
4292931731,7551571
4331860761,7105422
4267857963,6055009
4262455621,4928315
4344302966,207034
4254358916,3313095
4326399652,6122230
4278202095,814239
4330115871,7374274
4264643854,5165755
4286387851,2126793
4310713750,3229366
4299331282,988826
4260347254,4467277
4317323345,4446858
4334461596,7577552
4282791656,1694029
4250169836,2860963
4328543940,6517734
4254358625,3297489
4294059700,7731821
4312282612,3550562
4281396851,1423503
4313106184,3675886
4328215242,6467844
4273021023,6761999
4270713683,6614635
4340502460,8536502
4324108176,5713356
4334177455,7729078
4323647101,5528398
4251602036,2691461
4319390445,4822952
4263136496,5051731
4335984100,7872964
4321170534,5115574
4292733535,7411501
4254997585,3710333
4328963461,6689614
4331325036,6988286
4251486470,2810567
4305711686,2200140
4256355191,3755727
4321758851,5284072
4302121261,1588898
4253225922,3320335
4318174792,4888280
4287623465,6926195
4307475104,2557660
4307153572,2517412
4334319986,7562236
4284386481,1861553
4272090760,6724299
4284220010,1910143
4281293461,1522147
4308188710,2756114
4277703010,652015
4258221144,4099575
4297995236,704792
4253248812,2965353
4317596264,4472552
4323604655,5524668
4272288495,6501743
4301904025,1456188
4312850592,3637142
4338410215,8160452
4290611113,7382829
4334351954,7606628
4254395994,3404047
4276583986,804879
4251752621,2886325
4271113814,6477781
4252616303,2962213
4256852471,3739655
4259077476,4226569
4334425605,7996666
4306869545,2476430
4312022142,3514944
4276026204,360835
4306445765,2647478
4265703912,5544241
4276340784,485391
4329699216,6624268
4308133480,2748704
4335031761,7719792
4253384122,3069197
4250957760,2648641
4339479583,8482929
4263564642,4870745
4301917362,1567136
4275214403,263073
4341997343,8638158
4272788133,6666719
4277991653,822789
4270217173,6404593
4251544743,2866159
4302132866,1472750
4307143680,2663890
4310342105,3009504
4342989803,126576
4333928071,7420834
4333655303,7742738
4297115631,583928
4336887111,8177168
4288712654,6902323
4304572145,2037792
4321286896,5128630
4260108683,4375735
4261324804,4493095
4262813214,4865265
4301331834,1534276
4340670176,8472224
4327559773,6370478
4262723835,5035165
4292663944,7627555
4318957123,4901220
4339025283,8474639
4284630641,2046829
4253476360,3321401
4319511136,4834804
4284987545,2148687
4291110471,7291351
4335360245,7735718
4267566726,5832469
4320694453,5055702
4307552502,2566998
4250908071,2615749
4285166115,1970253
4333479721,7615996
4275335971,441123
4322322443,5351690
4306703225,2451186
4270561503,6341997
4321781881,5286416
4251399154,2898229
4266142204,5547973
4250121923,2825659
4295545203,8236205
4317618200,4475236
4330992761,6959122
4258818211,4039257
4285078055,2017207
4280448620,1207179
4297182551,595660
4254147424,3402179
4270873913,6533305
4317629923,4597492
4254146142,3278189
4293317103,7484279
4336406686,8025686
4344261751,348008
4335935494,7899416
4305955695,2338612
4294230076,7593253
4324445311,5764946
4258447233,4081661
4329018746,6577492
4264489132,5491239
4298286860,730918
4340886524,8496130
4340530504,8455823
4322864781,5436294
4311296813,3311616
4335920116,7941384
4278232744,1003139
4270814004,6423725
4296575415,8317355
4329879945,7095786
4312439250,3571938
4337560076,8189284
4278340426,765913
4325067714,5856994
4323709681,5663618
4289160304,7091541
4290587114,7401917
4278647866,865885
4286919221,6878697
4282228635,1546713
4293352210,7443375
4298858826,914364
4306515802,2420692
4279174605,1041323
4304410574,2011064
4342089054,8601774
4301453601,1406254
4332662622,7395496
4330106513,6829434
4331457314,7146646
4295942943,7977967
4250417426,2817743
4316078745,4276864
4324506336,5774882
4266739374,5746903
4322978015,5452044
4317820426,4614740
4284675356,1914629
4252395921,3039755
4311696292,3356476
4290188615,7109683
4285511053,2121081
4318123692,4653080
4265713034,5584815
4342895130,67676
4339720700,8396095
4326551423,6279456
4249436144,2604651
4262492474,4746851
4309062365,2894060
4303831744,1928972
4295704136,8146383
4307009884,2499466
4291640732,7308635
4300039715,1084434
4267841815,5901715
4316532684,4168710
4341052332,8571110
4255922786,3743681
4315116536,4060412
4332259385,7246502
4316320536,4164020
4323710440,5663690
4336931863,8233726
4290976060,7160015
4322721664,5604916
4278385591,949071
4331090632,6968900
4290544801,7086815
4318021956,4639066
4299442512,1006210
4307222511,3421194
4328261000,6475286
4316093423,4279256
4261910660,4606075
4264940271,5220307
4253690873,3203857
4329362111,6608206
4304558064,2035148
4272782544,6728963
4278457142,849151
4332293556,7681846
4298682883,889822
4332935740,7190776
4259735524,4498479
4321752573,5283234
4340235001,8492785
4331379905,6992028
4316439120,4324340
4339149076,8435047
4316724926,4367622
4302674681,1665864
4273137971,139537
4311487574,3464782
4323398026,5505326
4284416500,1879811
4312205063,3538870
4329675070,6762650
4274205784,180187
4302358384,1619570
4259862110,4234575
4259785666,4339637
4300270785,1227978
4292794284,7479755
4284084733,1876441
4296397173,8295979
4294651756,8122873
4319256944,4809428
4280210255,1066757
4302712632,1671232
4312079310,3521768
4256812070,3887433
4337111074,7992126
4265015322,5380267
4322663041,5406548
4325702846,5914182
4306198105,2369360
4260953896,4629051
4251112902,2649579
4322218736,5337278
4266666681,5488099
4311171874,3448530
4287224336,2432449
4275158506,211555
4333100881,7283166
4276274306,517593
4330818866,6937890
4294545813,7884755
4274830895,478429
4332377486,7231478
4325098525,5861020
4313266392,3697470
4318671324,4730490
4333381345,7430526
4253572886,3398589
4344807655,352168
4277838154,760167
4275727536,585959
4277497162,756977
4295880072,7879911
4346428052,505512
4250832983,2774375
4283083696,1870153
4254821351,3710163
4324687695,5956186
4267632154,5719381
4288624955,6991451
4306169851,2365210
4309841211,3106682
4320239114,4992052
4295155303,7956057
4301489986,1849324
4279156210,837683
4273696744,44347
4331026501,6963542
4306991496,2496314
4259506075,4386559
4299012034,938172
4306037363,2348348
4291432121,7866477
4283132943,2092647
4263640065,5005405
4286337016,2352059
4333091571,7521526
4258735504,4084377
4330204793,6845510
4275881002,427919
4285258316,2100031
4328471066,6666418
4252744753,2982083
4332342873,7346410
4310260205,3160214
4254166965,3295479
4319080706,4790468
4323585350,5651770
4287390752,2441281
4301346766,1389030
4258553854,4313439
4296968830,8369203
4292883335,7558919
4253238124,3030437
4314750580,4008128
4262961673,4899443
4273875082,73141
4314178116,3766302
4313128890,3678714
4281040691,1239979
4298222530,831926
4294338436,7708089
4250297693,2667471
4253980065,3139487
4270010113,6103265
4273530181,6800859
4263595755,5055199
4285812506,2194649
4317463522,4586038
4305149612,2131422
4258833913,4297639
4285676054,2155211
4305159331,2133060
4300760472,1294264
4259919263,4407577
4250760636,2563557
4273533456,114481
4322854465,5434782
4327146191,6210828
4263415214,5017579
4321655601,5272248
4262532330,4761747
4286183753,2208425
4310827323,3244072
4315280900,4083590
4332089635,7229128
4299445080,1006722
4263799551,5334123
4269727162,6015997
4307615126,2573886
4342854913,8657253
4267946480,5852099
4292218372,7326961
4290477951,7176995
4257089060,3840603
4304725106,2268970
4254303023,3262305
4264174946,5282135
4310304456,3008234
4270840700,6578673
4280449795,1364351
4255498682,3485429
4290353093,7095491
4302503030,1642702
4335634973,7739180
4284744855,2014433
4251422092,2831325
4286272410,2311795
4294366366,7557473
4276946763,540617
4295794090,7879449
4265681696,5410879
4340535161,8549169
4270945943,6519889
4295738926,8244799
4261376313,4818127
4260769074,4770061
4305038021,2115328
4334862921,7549264
4329933856,7112576
4329645353,6759008
4270263045,6271641
4251212733,2686647
4282095742,1634491
4292246571,7281995
4298915176,923456
4313439826,3839462
4344003016,311094
4329143873,6703402
4300468535,1252382
4311487596,3464786
4256994781,3791875
4262373640,4829313
4298330514,734086
4269543460,6114053
4316319781,4308660
4263417690,5053939
4283071424,1588077
4253508033,3271195
4273176740,6654955
4315452595,4223090
4298199511,830030
4275748595,357979
4263330805,4903043
4275294376,189843
4316853026,4389148
4329686421,6623974
4308246095,2764558
4321276153,5127266
4265109240,5775293
4292506481,7393661
4316375696,4315580
4305605091,2305544
4302027063,1579422
4305667240,2310604
4271975455,6632211
4319281761,4911970
4251915651,3242111
4334537760,7761890
4277847641,793631
4308041054,2735072
4332894381,7206232
4268070785,6106599
4304475991,2265996
4268589231,6194505
4302394401,1485738
4257816710,3931825
4277232562,715989
4256246444,3604587
4252354396,2977295
4295269930,8230039
4293305730,7670231
4263903475,5074405
4332084245,7042560
4261753952,4654623
4295980905,8159433
4269814312,6016189
4262490385,4761239
4273216286,6717145
4327054443,6309920
4276878841,471421
4345381471,498640
4293515435,7657511
4301131542,1529594
4261888584,4694493
4302398881,1625858
4274052930,6872501
4315502494,4225004
4344269042,312896
4254138350,3365929
4299585275,1028388
4330183933,6842052
4302870062,1695684
4293075150,7982259
4252652235,2995745
4300945180,1323638
4316862336,4390758
4275618373,304103
4327090121,6313128
4278218136,764601
4330918082,6950396
4275423246,301581
4270066032,6153533
4296798671,8343235
4276337133,603727
4277379116,841255
4344844464,366204
4294636065,7625785
4331785430,7025150
4318606891,4721562
4328371622,6664566
4260448920,4626147
4268542913,6007085
4312622764,3603292
4330401504,7096384
4324419993,5761594
4308583311,2819570
4279077681,1008425
4257358545,3823989
4258238972,4018613
4251785451,2835231
4322404413,5364812
4266694622,5678471
4305295654,2151260
4324149992,5947858
4333979311,8096148
4286380125,2177871
4331278910,6983864
4312563312,3593026
4319566764,4927952
4322509995,5599320
4260881391,4962605
4280600063,1349669
4308087781,2742260
4335974856,7800566
4336598792,8071462
4269272140,6079675
4316588780,4347000
4295276090,7639961
4251887931,2869717
4312878150,3640924
4331584025,7002382
4256162886,3603983
4286602972,2382811
4253233445,3083615
4303505846,1895586
4270961494,6363477
4314793770,4015470
4283656554,1854801
4299811202,1190534
4266472545,5471219
4275458902,406759
4282594536,1550763
4286554484,2257237
4327797563,6403222
4306618875,2438000
4322157921,5595506
4258029871,4097997
4280166951,1189641
4309849250,8043215
4316670282,4357800
4274662383,52699
4319858583,4857596
4308354153,2780940
4341292900,8563089
4269279604,6112047
4334065083,7542862
4297127833,784102
4294558914,7695625
4280924185,1225549
4340345236,8470826
4330400001,7080564
4320135621,5224938
4276080410,395709
4309453223,2948842
4299257561,978342
4310913165,3257736
4284186362,2163875
4322289646,5346308
4311690176,3356184
4307734966,2585156
4288837652,6979007
4269143513,6402947
4324444320,5764750
4298958823,930820
4317294494,4443402
4325266761,5881480
4297341705,619924
4333202160,7269042
4329732621,6770638
4264586115,5232567
4325403806,5992486
4336264494,7901684
4293856125,7590417
4330168102,6839232
4268968395,6025403
4250765164,3054641
4342182552,8624527
4335590840,7782922
4306358291,2395100
4332572425,7219006
4316332090,4164798
4313349213,3832948
4250739360,2879743
4304365214,2002906
4325396051,5991646
4317155301,4567732
4324415793,5761042
4337374333,8089098
4306176523,2366398
4304991095,2107764
4341593233,94798
4277504932,701957
4266975554,5625415
4295181365,7697993
4341721635,108510
4290436732,7111269
4265726846,5760681
4293770865,7604723
4309610874,3083896
4282643492,1673193
4320121035,4979064
4281088685,1304885
4260767840,4816499
4301178932,1362344
4299749366,1188114
4292400405,7421859
4268463253,6246891
4311813450,3367026
4250041622,2754773
4313394256,3712778
4264087634,5107011
4279314524,1058215
4263763803,5089187
4327782001,6400626
4331873722,7212164
4278521015,1097791
4300084644,1209896
4321172892,5242866
4265164245,5406109
4315831424,4248416
4331478325,7067742
4310914355,3257972
4266969372,5647911
4253717425,3322687
4281332882,1613707
4339992462,8445900
4304382681,2005898
4299577542,1027264
4306959020,2491454
4260698212,4381541
4306814212,2468692
4294750423,7666497
4332518610,7187690
4255033646,3446369
4335856744,7757286
4289284801,7046163
4327353866,6342068
4332625146,7362464
4307928542,2721082
4310507180,3195254
4285205621,2083007
4306300714,2385906
4297509580,791612
4310142410,3144218
4275900576,428177
4284338564,1962001
4330728485,6926532
4251704446,2899639
4274855395,387775
4325481624,5999576
4302554266,1648724
4298539652,1160856
4338368020,8255856
4316874586,4393080
4285622316,2055541
4269386424,5999415
4259154270,4266343
4273921120,6856161
4340069495,8581209
4307267904,2531670
4340488331,8494058
4266839463,5624037
4265874152,5480613
4326628504,6154514
4249059931,2508405
4280577560,1451837
4332032062,7122944
4272325271,6526127
4331741411,7134560
4305436181,2169036
4261225360,5081665
4285292745,2100283
4278545213,882233
4256529841,3885919
4320770565,5065080
4271075594,6527703
4275854472,393533
4320612973,5043524
4253362735,3023613
4273521350,6772097
4325349420,5987874
4266550643,5504167
4282704775,1693419
4323146925,5619074
4324859442,5960412
4309824993,2987120
4330395392,6877040
4321596941,5588282
4324275034,5738596
4344834631,352414
4333085680,7283002
4338416611,8256252
4319318861,4815724
4340034156,8430743
4323229772,5486682
4342397113,8662215
4313161311,3823504
4296034002,8261175
4274752823,184599
4288135482,7004243
4299383830,8007535
4311293055,3311290
4283297141,1679265
4346007540,575224
4315885991,4255302
4343264306,27188
4345340731,480934
4277001164,624751
4308259023,2766720
4253967093,3309129
4275916245,251817
4307382424,8030291
4270623243,6308007
4334977183,7628932
4276024631,482471
4303882170,1806458
4290950263,7072787
4278406204,799783
4337930052,8180686
4339827166,8424042
4277312572,664915
4334978126,7469956
4336952233,7949196
4259002403,4177261
4264515640,5248041
4271698583,6382693
4302714205,1492134
4270604704,6292517
4333286274,7314916
4310638835,3217406
4330160402,6837738
4322340842,5354814
4309621610,3084692
4304390871,2007220
4301892361,1455060
4275244724,280031
4333619953,7539836
4276920336,556475
4293421576,7670859
4312129135,8049577
4305312395,2153656
4345646594,429246
4263908106,4944191
4297153884,590720
4304642580,2049816
4276852252,555695
4281103816,1385561
4316771045,4376166
4331537011,7102530
4278817594,1115415
4340314123,8454998
4319782714,4855640
4311887263,3499730
4257032942,3792323
4333204186,7352440
4250812646,2599943
4318510276,4707764
4296468665,7966377
4274817514,242699
4322913700,5443274
4299152561,961298
4281676814,1508117
4299104876,952942
4304930851,2099364
4252081621,2922501
4308462395,2798440
4313368765,3834566
4301466842,1408504
4276207331,501007
4251757134,2886603
4276782145,506871
4335352184,7677434
4316156644,4287946
4284305712,1896515
4269822675,6251843
4311633071,3351946
4253282246,3051955
4294670553,7797811
4252940705,3048195
4317922663,4626714
4267367020,5724999
4257824141,3863495
4297889562,692930
4253915654,3438117
4265451875,5542963
4326385011,6119480
4302194960,1476296
4318820822,4754042
4266250660,5516563
4315440496,4104408
4326900421,6188800
4323246701,5488804
4304044426,1956282
4314413460,3949838
4252881290,3131387
4307415114,2679372
4299666523,1039392
4268899515,5979493
4325925951,6052324
4264622154,5149535
4278240363,764901
4299798543,1059414
4258502356,4036809
4317614755,4596440
4307609025,2691336
4332912990,7349826
4292151452,7297497
4293375085,7656545
4259000336,4085941
4315905565,4257704
4304815793,2079894
4336974740,8059044
4291479813,7173593
4255380323,3429803
4274863644,133661
4266084594,5547417
4269237081,6096397
4296298252,8284617
4309241005,8039167
4310724165,3230650
4313608224,3735054
4283666881,1682119
4338024736,8171832
4324218673,5729630
4345745364,572680
4284122916,2010297
4329690271,6765132
4256070210,3684153
4261411092,4752947
4262112400,4741915
4326988046,6197462
4332062571,7150418
4336651745,8123948
4255473250,3626999
4317201210,4571012
4316913602,4398514
4321795553,5288426
4334684410,7548214
4285790994,2234777
4273433006,6784573
4294235186,7693277
4302853435,1862128
4303830812,1801894
4261522392,4635713
4329411096,7112402
4251951362,3056625
4265228262,5201833
4297840046,687616
4325894145,5921436
4262779743,4913933
4267573365,5948621
4331764905,7165630
4338615923,8271494
4286943430,6878837
4336499790,7971754
4252640965,2995447
4285195902,2166789
4269538081,6015217
4293857164,7821397
4300279454,1103912
4275655451,391891
4332466596,7232122
4300568171,1117832
4310938542,3261880
4323667552,5658690
4298333955,8004505
4321055804,5099876
4251508612,2810937
4346294503,578010
4301538570,1414540
4284661205,1981141
4297438740,635634
4251895465,3092571
4301358526,1390878
4333054644,7521344
4279730372,1031097
4273789520,101921
4325142205,5866526
4301704212,1435124
4252510485,3250257
4305060034,2118728
4298360415,735816
4300691194,1284108
4314087120,3903698
4295477561,8137529
4292841733,7597449
4269827402,6314231
4305403992,2165540
4334819425,7580730
4262709581,4982421
4283018670,1643147
4257341491,3942863
4301189841,1364400
4286661514,2342745
4256795395,3759841
4296387550,8295405
4258325396,4049703
4290510243,7170163
4273745092,86631
4340510392,8440396
4327174412,6321940
4291319922,7805751
4325518481,5902256
4318024292,4639468
4297011132,8375079
4268622131,5826027
4330396184,6877160
4304584012,1823934
4283244910,1716045
4326713355,6165216
4325689852,6022192
4325394360,5893614
4316620081,4350516
4256809056,3939675
4334839924,7656444
4306495992,2417428
4317394966,4452766
4267022082,5681789
4322646123,5403350
4284792411,2131701
4258563584,4118687
4292637510,7508457
4309064911,2894564
4284058424,1923823
4338792010,8272570
4278143892,965233
4256427044,3756355
4270694853,6422761
4317134920,8067329
4310450395,3186726
4328807803,6680194
4324332655,5748444
4318639264,4725736
4330362783,6871678
4338942440,122170
4324018145,5700986
4269469691,6163451
4313208093,3688230
4257153552,3841223
4308522201,2809082
4256237786,3866921
4279154294,837617
4322629113,5400634
4264584483,5079139
4269852915,6117343
4340400223,8462229
4256473270,3802257
4310044966,3130314
4280865400,1453029
4286551721,2192285
4299143166,1168770
4322151551,5328668
4328688582,6537316
4267792244,5800689
4252482393,3250187
4276444233,503073
4265976691,5413913
4288946944,7042721
4305405624,2165858
4315815556,4246682
4258886995,4157027
4249920426,2606445
4326513111,6139590
4275875866,323803
4333101021,7283194
4308389746,2786858
4272225996,6648451
4322388501,5198180
4274106115,6821403
4334644053,7547758
4303484091,1774704
4249541623,2802563
4322395744,5363612
4248865294,3032755
4303455203,1771458
4314193785,3917320
4273480212,100109
4327562455,6370928
4258355091,4151705
4328459365,6666204
4292767485,7523519
4284190901,1924979
4332364153,7093430
4282979046,1518713
4339460554,8350868
4331122950,7474844
4284814096,1883787
4253820141,3236655
4251682341,2796271
4283275452,1786321
4266456611,5450263
4311546654,3343932
4253629881,3362345
4282419750,1653205
4263674796,4888691
4277440134,560137
4253234112,3104495
4291698526,7150953
4275613716,320815
4251283352,2934373
4315491084,4109608
4279987283,1202975
4308079705,2740884
4281219994,1402231
4317022695,4412058
4338840995,8329994
4314116601,3764894
4308658034,2831454
4279831356,1201823
4331505662,7210348
4263828450,5007209
4284969824,2108481
4297711073,798564
4278518064,907909
4279212173,1009423
4266056712,5447391
4274550663,129923
4262972464,4782833
4315408451,4099954
4273071051,6731821
4321107862,5107228
4297467543,639648
4262236753,4709491
4255451270,3515565
4343285575,9414
4329410385,6731028
4284525313,2061385
4270468473,6325991
4336593553,7904956
4314122735,3908424
4291205166,7161823
4282244002,1546935
4257283693,3874397
4288408994,6990093
4330839962,7016412
4284332522,1878835
4291705294,7349133
4325290362,5983064
4297082775,8386151
4259071762,4334833
4333446305,7381352
4344881752,366508
4261087364,4648495
4298541785,870926
4322689210,5409842
4323971385,5696434
4325114415,5863006
4342322600,34650
4320229771,8078711
4274600363,257219
4253335192,3169769
4324097514,5712152
4253180234,3094535
4313308716,3702270
4293937303,7882517
4311280746,3309472
4325742455,5916160
4286099672,2189389
4277337256,873493
4275011333,244347
4305798420,2321364
4307266876,2531474
4292402192,7328667
4283136535,1610105
4317848765,4493262
4319576063,4840266
4337765950,8297938
4323808646,5675666
4336115512,8097056
4307240733,2669710
4270465286,6274259
4323658371,5529332
4258228682,4115359
4273797920,347115
4308277072,2769602
4324853890,5828940
4297043240,8379465
4317870196,4494392
4315752206,4136290
4323341002,5942662
4257837091,4014029
4316649455,4355134
4311172062,3294478
4309130280,2904908
4295213565,773752
4265984715,5529295
4250877315,2632755
4260911340,4628763
4341711500,8622357
4272482314,6726769
4305464730,2172458
4308890176,2867934
4300946123,1323824
4327077064,6206294
4296822865,8347201
4262647572,4780429
4331588601,7038664
4252178324,2942071
4342806016,8663629
4270760082,6316291
4346385024,560084
4327777333,6656912
4251042913,2933473
4307093383,2662194
4252727920,3130021
4275615960,496349
4332658691,7126796
4256428116,3669813
4314305984,3934872
4303150224,1734678
4276315676,711649
4273124623,6683695
4285619903,2276619
4307801595,2708206
4272358613,6610241
4314174082,3766270
4320531806,5033450
4261754033,4568437
4340559414,8545017
4282698641,1673543
4274104881,310781
4340653225,8463409
4255003211,3410601
4310591110,3208932
4281606685,1341809
4301976630,1460238
4279225882,1091311
4334844216,7656572
4285693193,2203511
4263513376,5209629
4264322215,5127249
4343883526,227322
4309693975,3091364
4315398264,4098778
4314492722,3964572
4317630586,4597622
4270717780,6276723
4328017433,6435650
4298880891,917432
4343628892,118038
4343475835,185956
4282660911,1693055
4263263900,5615461
4315211250,4072714
4296365684,8292609
4326420173,6124906
4268844392,5910365
4253380025,3069173
4336909743,8049128
4341967486,76650
4328934083,6567504
4295870132,8153761
4293479610,7686995
4317195746,4570528
4328494240,6510746
4323739921,5666264
4320197335,4987042
4260211616,4344257
4343970816,176962
4261909186,4940621
4322104570,5323022
4277363786,755411
4258201942,4312703
4310690790,3225492
4251412712,3162919
4262952536,4932259
4307810065,2590746
4344591016,462844
4292720983,7378455
4325755243,6030578
4325957683,6267732
4343432693,252014
4337220602,8075336
4326117935,6269246
4341962892,8594293
4332032456,7182510
4331036614,6964166
4326299692,6106978
4277068832,714583
4294056712,7607451
4259014900,4141195
4264999933,5368997
4266562274,5605723
4285376675,2201031
4303260566,1880472
4308703560,2838922
4283573512,1905997
4303850051,1930650
4303218290,1743268
4296687710,8329269
4295395683,8231905
4255827612,3640509
4337028614,7981870
4317600210,4473148
4319517580,4835744
4295896511,8154925
4322131645,5326248
4270379013,6340753
4282628221,1534345
4280566080,1143433
4252246740,2924685
4256533024,3788191
4255392352,3514941
4262723931,5035181
4281226095,1321171
4311573921,3469040
4343596504,144418
4255238595,3726285
4297508633,644346
4251455423,2970911
4286644460,2271915
4323975261,5697064
4342532316,293384
4292557161,7409567
4286361446,2397087
4315176644,4069086
4253265973,3505583
4339290185,8370038
4305809583,2644194
4283436802,1629743
4296701393,8330169
4338276084,8210626
4302305394,1611304
4270908191,6295147
4260819975,4610999
4306962601,2492142
4330217474,6847384
4276223210,362315
4278417581,1020129
4259930894,4428631
4278798963,1038233
4252598991,3042737
4272707666,253313
4291667203,7323139
4282798365,1569523
4321811771,5289980
4251362485,2746813
4342481964,123784
4258582543,4068469
4338160024,8193050
4252202684,3038063
4281610583,1373821
4259568062,4270627
4297345651,1155302
4282910332,1535639
4343076172,8657862
4339317920,8467860
4300276470,1103378
4332759244,7264584
4301001342,1848588
4251479643,3034205
4330649212,7030004
4302749205,1677308
4265691404,5584661
4304282216,1990212
4251253075,2761373
4326491702,6278736
4254546903,3282993
4339926802,8596654
4303184421,1877144
4330132435,6833382
4284493776,2045911
4334018334,7617468
4301027135,1528078
4292670561,7493381
4334741574,7953254
4339741125,8468751
4298848540,912930
4251465072,2810269
4341792711,8637193
4285949743,2338181
4297680166,796870
4309780963,2983922
4273771353,9503
4260075304,4500021
4322366705,5359054
4338125422,8131056
4315208940,4213266
4319850732,4950324
4267565175,5832457
4313779912,3869962
4265685771,5633407
4263844060,5174157
